0.13300891	-0.024248127	-0.08212744	0.012367983	-0.109221615	-0.06496449	-0.02032472	0.013010545	-0.2167524	0.10078966	-0.15793045	0.09462637	-0.10451372	0.083630845	-0.13167492	-0.24973442
0.2622347	-0.070935465	0.07507845	-0.02976642	-0.0005218713	0.104631074	-0.016560778	-0.014500928	0.00847489	0.068441406	-0.27522776	-0.0890879	0.082785144	0.12238078	-0.1920793	0.044946086
0.10439349	0.013450613	-0.12343244	-0.07745734	-0.024645472	-0.19197465	-0.05897986	-0.08126	-0.19228049	0.034523264	0.095830604	-0.08008878	-0.2215406	-0.118259765	0.016063433	-0.1346381
0.29305422	0.05972995	-0.054167163	0.1384162	-0.120954536	0.028701782	-0.06688749	-0.02112695	-0.07912169	-0.06431111	-0.1731835	0.051871005	-0.051681854	0.053813133	-0.20707361	-0.12955537
-0.27453998	-0.19143134	0.17616111	-0.066217646	-0.014512846	0.14920811	-0.02884648	-0.030360747	-0.08424986	-0.08624267	-0.058372945	0.07477083	-0.020175794	0.072234824	-0.11864307	-0.0449244
0.19374391	-0.26675424	0.02163687	0.23669542	-0.0070549874	0.06878118	-0.025123011	-0.06326292	-0.03486434	-0.07937646	-0.104642086	-0.04351968	-0.00089442823	-0.14959024	-0.06258751	-0.058310248
-0.1659381	-0.019834222	0.069763586	0.12447836	0.01636669	0.1413243	-0.093405284	0.09336135	0.10859344	-0.27807525	0.11667621	0.18738663	0.055845723	0.027530907	-0.055591207	0.04094478
0.03660377	-0.051168695	-0.040987726	-0.14351553	0.13412854	-0.06204064	0.26183924	-0.019853916	0.10336878	-0.022852836	-0.10932272	-0.08256086	-0.05550879	-0.12912706	0.1499755	0.18641242
-0.027673304	-0.117662355	0.22270228	0.030458957	0.20781063	-0.00042552018	-0.1445776	-0.085576974	-0.034967158	-0.14134645	-0.07445077	0.077651545	0.14961076	0.023857377	-0.14163859	0.09162748
-0.085596025	-0.33478752	-0.0018228125	-0.0036966002	0.048729725	0.018299734	0.08515885	0.0017126972	0.07656587	-0.052466188	-0.1408969	-0.013893969	-0.16036326	-0.056217704	-0.09512343	-0.089866005
0.09702126	-0.20682299	0.00386308	-0.10477046	0.057546064	0.06906263	0.09485971	-0.056170397	0.024352945	0.033549353	-0.20773058	-0.12933275	0.1786077	-0.13290371	-0.11569279	-0.13946822
0.09246333	0.029222297	-0.11871056	0.0932581	0.00037580624	0.14803155	-0.09739402	0.18238121	0.08054585	-0.26071942	0.16406271	0.10406433	-0.022419441	-0.046316754	-0.17977911	0.050039306
-0.10478357	-0.005195822	-0.025551112	-0.019578256	0.17283611	0.13129322	0.031438474	0.07389476	0.09258703	-0.12955377	0.231016	0.10196322	0.15165132	-0.20792007	0.059952922	0.061660532
0.03532173	-0.1272455	0.058376234	0.11301788	0.010349349	0.28388438	-0.006239298	0.13320446	0.12296036	-0.14650102	0.10774381	0.01048805	0.18211223	-0.08818344	-0.18923524	-0.026593022
